478ca8d5-b8df-4f4c-9d2b-aa8cdfab9e8e	39.36061	-94.18744	19.833823387803278
52e65b45-2cd7-42da-a3ed-52cf02974566	35.67015	-80.82366	87.75824222758473
6bcd4764-8048-49dc-9329-5f3b27f7558c	35.61407	-81.9865	33.66177682193096
63bfc92c-151e-4fa0-a4d0-c84ad3539e1e	34.8409	-79.48043	17.054619389238677
0bcf1775-167c-42e3-b609-cd8080f0724f	45.68967	-102.76535	0.40110271513546036
1396665b-d81c-428b-86d1-f0f2ebcbf38f	33.90067	-86.02371	163.11191486637358
9ae08404-f596-4a33-a077-10af74da417b	44.79111	-95.80722	3.3946791370319405
aa42cd66-d37b-49d4-ac28-0ba55d87edc4	36.17752	-80.33688	325.45864573442134
58257014-b1e1-4045-9b22-d6806abe36bf	36.37405	-92.53883	21.340546636439512
15e6e711-b16a-40b6-977b-4bad6f38ddf8	44.46176	-103.6381	9.91223787451349
9c3969d5-2f08-4476-969c-f1c81605acff	45.73084	-100.80372	0.3669130131296372
b6e8a9e9-39df-4d0f-8823-c022d722b64d	45.62913	-96.19169	2.241231507380345
0ce0c165-4ebf-41db-b2d9-566f4f68ce1a	29.39103	-81.74542	9.671620522865746
1c77cbe2-0715-4912-bab5-a1d20a100c0e	38.61454	-87.35301	9.470346815098369
ab54241f-c9b1-4250-8bff-6083251abc81	30.41261	-88.26087	49.04891295940566
70d8b047-05bd-4030-ba07-b8c399e53ebd	45.516	-93.94443	23.457124082287496
cb9c7c86-63da-4024-a9c6-f9f11d363893	39.829	-94.03882	8.492593631219208
8f9ce7a0-7af0-43ee-ad7d-65349efca8d8	35.94171	-98.15867	2.774257831078318
6b1ec9c2-6743-4d8b-aaad-896c35797301	48.41289	-96.05802	1.2259095221394822
b8c48564-935d-46b5-be84-54e475e1e79a	30.56183	-81.83201	26.139635086216877
836e18c0-9aa9-4380-8251-5c52790dab26	40.05057	-94.52517	6.568864677059847
03f6654e-ba0b-4974-a73b-b6a5ef903227	40.01085	-82.71608	113.06654573829125
e6a01ca4-8feb-46b3-ab45-858598f8ec02	62.77975	-164.53487	0.1686003847095731
50392b8d-6cae-4724-9d48-2581f9926c3a	43.87297	-99.85253	0.6524927982139913
f1d4ed74-2a97-4e22-abbc-5b6d2e8c6b46	35.52089	-97.29198	72.56938184674023
ab89bd91-8ce7-45d6-a329-8b50244c6799	43.59942	-86.21835	16.521968351348306
07051923-6e86-4d4f-861b-309f87d8e6b1	39.17827	-81.06295	14.540947809281871
d5558a1b-9b7d-4338-8328-6008a6ed3c41	37.47123	-89.25509	183.68848417351165
78b32a00-71d7-4375-ba84-86301ff89609	41.15856	-88.65419	15.06613142651604
b73b2e1a-ea42-497c-82b0-caadde6c0ab0	38.53547	-76.96947	216.7912669235673
3cc885c4-bfdd-482b-afb6-e105195c11d3	40.9486	-82.76079	13.861678874138562
f87f6a3a-3644-47dd-b571-6e99b7702199	40.22296	-84.06669	27.63974670891006
6c5e13bb-2162-4f3d-90d2-8417b8436f57	38.22169	-96.88988	4.531425072500187
47fd14e0-5d3f-4b93-a747-8f24b9ddf45c	39.18736	-84.44678	2422.980944271438
73bc72f0-f645-41b3-a896-599b4d5887dd	40.22617	-79.90205	68.79767463859721
06e0c919-a411-480a-941b-bd02db146410	39.01801	-82.03179	51.82744743048137
029f8c48-f63d-407d-a6ab-a08337fb8841	35.62425	-93.29049	4.030876952048589
8783796a-3610-45d3-a4d4-1d06aa0eea57	30.18125	-96.59994	8.46023632094434
8730269b-1b2e-4a71-9f5c-48db150acd95	42.99411	-72.12147	13.978570292598636
